EMPID, AnnualIncomeNeeded ,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,AvgOverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOption,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DiffFromSalary, CurrentSalary 
1274," 153,920 ",45,116,3,4,3,3,1,4,7,0.12,3,3,1,18,2,3,5,4,0,2," 23,888 "," 130,032 "
1232," 189,280 ",32,21,2,3,4,2,3,5,5,0.12,3,3,1,9,3,2,5,3,1,3," 32,708 "," 156,572 "
502," 168,480 ",52,76,4,3,2,4,4,3,4,0.22,4,3,0,31,3,3,9,8,0,0," 41,008 "," 127,472 "
2682," 137,280 ",37,35,4,4,2,2,3,4,6,0.19,3,4,2,9,2,3,1,0,0,0," 28,307 "," 108,973 "
1786," 131,040 ",28,68,2,2,2,1,4,1,3,0.13,3,4,1,6,6,3,5,1,0,4," 19,315 "," 111,725 "
2860," 68,640 ",22,90,2,4,2,2,4,6,6,0.22,4,1,2,4,2,1,2,2,2,2," 17,778 "," 50,862 "
876," 128,960 ",44,57,4,1,4,1,4,2,14,0.24,4,3,1,10,2,2,3,2,0,2," 36,831 "," 92,129 "
2102," 72,800 ",42,34,1,2,3,1,4,5,11,0.14,3,4,0,8,2,3,2,1,2,2," 13,948 "," 58,852 "
2808," 160,160 ",36,29,3,1,2,1,1,0,5,0.21,4,3,0,6,3,3,5,4,0,3," 39,960 "," 120,200 "
216," 203,840 ",25,38,1,3,3,2,1,1,6,0.18,3,4,0,5,3,3,5,3,0,3," 41,706 "," 162,134 "
1276," 137,280 ",35,69,3,4,2,3,3,1,9,0.2,4,2,1,17,2,3,17,14,5,15," 34,045 "," 103,235 "
976," 199,680 ",35,47,4,4,3,1,2,1,8,0.19,3,1,1,10,3,2,10,2,7,8," 46,026 "," 153,654 "
850," 126,880 ",32,76,3,4,3,1,4,0,1,0.12,3,2,1,4,2,3,3,0,0,2," 18,575 "," 108,305 "
238," 180,960 ",25,77,1,3,2,2,1,1,1,0.12,3,1,0,5,1,4,5,2,0,3," 31,270 "," 149,690 "
724," 74,880 ",49,27,3,3,3,1,1,2,14,0.16,3,2,1,7,2,3,4,2,0,2," 15,126 "," 59,754 "
164," 95,680 ",24,33,1,1,2,1,4,0,2,0.17,3,4,0,6,2,2,5,2,3,4," 18,648 "," 77,032 "
1316," 99,840 ",32,45,2,2,3,2,2,1,3,0.14,3,4,1,10,3,3,10,8,5,3," 16,553 "," 83,287 "
790," 203,840 ",38,101,3,2,2,1,2,0,2,0.19,3,4,1,3,3,3,2,2,1,2," 45,334 "," 158,506 "
1998," 197,600 ",42,58,3,3,4,2,4,2,11,0.13,3,2,1,17,1,2,5,3,1,3," 32,564 "," 165,036 "
1218," 99,840 ",31,66,4,4,3,1,4,3,4,0.19,3,2,1,8,2,3,6,4,0,2," 21,396 "," 78,444 "
2774," 99,840 ",29,19,3,2,2,1,3,6,8,0.19,3,3,3,5,3,3,3,2,0,2," 23,013 "," 76,827 "
2904," 151,840 ",53,23,3,1,3,4,4,5,15,0.14,3,3,1,28,3,3,2,0,2,2," 27,787 "," 124,053 "
360," 162,240 ",35,49,3,4,2,3,2,3,12,0.16,3,1,0,16,2,3,13,10,4,8," 32,772 "," 129,468 "
966," 112,320 ",37,67,2,3,3,1,4,5,5,0.15,3,2,1,10,3,3,5,4,0,0," 22,576 "," 89,744 "
1566," 149,760 ",53,81,4,4,3,4,4,6,6,0.18,3,3,0,33,0,3,12,9,3,8," 31,869 "," 117,891 "
1838," 68,640 ",43,77,3,4,3,2,4,4,3,0.13,3,2,1,12,2,2,5,2,2,2," 10,118 "," 58,522 "
516," 72,800 ",47,29,2,3,3,2,4,0,6,0.22,4,1,1,8,2,3,7,6,7,7," 18,855 "," 53,945 "
156," 66,560 ",37,18,2,1,3,3,2,1,12,0.13,3,4,0,10,2,3,10,0,0,9," 12,127 "," 54,433 "
2894," 203,840 ",50,121,4,1,3,4,1,1,2,0.11,3,4,1,31,3,3,31,6,14,7," 29,679 "," 174,161 "
634," 87,360 ",39,60,3,4,2,2,4,8,12,0.11,3,3,2,13,2,3,5,4,0,4," 11,165 "," 76,195 "
532," 118,560 ",33,79,2,4,3,1,2,3,8,0.11,3,3,1,7,4,4,4,3,0,3," 19,373 "," 99,187 "
1950," 180,960 ",32,100,4,1,3,1,4,1,3,0.24,4,3,0,1,2,1,1,0,0,1," 51,682 "," 129,278 "
382," 128,960 ",29,23,1,1,2,1,4,6,5,0.14,3,3,3,8,5,3,4,3,0,3," 22,491 "," 106,469 "
2776," 126,880 ",44,38,2,2,3,1,1,1,1,0.13,3,4,0,8,0,3,8,7,7,1," 23,118 "," 103,762 "
1966," 203,840 ",28,104,4,1,3,2,4,1,8,0.14,3,2,0,4,3,3,4,2,0,2," 37,303 "," 166,537 "
1660," 118,560 ",58,76,1,4,2,1,4,9,15,0.14,3,4,1,3,3,2,1,0,0,0," 20,677 "," 97,883 "
804," 114,400 ",43,86,3,1,3,2,2,4,2,0.21,4,3,1,4,2,4,1,0,0,0," 29,447 "," 84,953 "
908," 101,920 ",20,12,3,3,2,1,3,1,9,0.13,3,4,0,2,3,2,2,2,0,2," 15,910 "," 86,010 "
392," 135,200 ",21,91,1,4,3,1,4,1,6,0.19,3,1,0,1,3,2,1,0,0,0," 30,068 "," 105,132 "
2206," 141,440 ",36,82,1,3,3,2,4,0,2,0.17,3,1,1,17,2,2,16,8,4,11," 28,741 "," 112,699 "
2778," 135,200 ",47,88,4,4,2,1,4,1,13,0.18,3,1,0,3,3,2,3,2,1,2," 26,553 "," 108,647 "
1962," 70,720 ",22,117,1,2,3,2,3,0,6,0.19,3,1,1,4,3,4,3,2,0,2," 15,728 "," 54,992 "
2634," 118,560 ",41,41,4,2,1,1,4,4,6,0.13,3,3,1,10,1,2,7,7,1,0," 19,539 "," 99,021 "
2592," 160,160 ",28,69,3,3,3,1,3,5,4,0.18,3,2,1,6,2,3,2,2,2,2," 35,395 "," 124,765 "
208," 145,600 ",39,83,3,4,3,1,1,7,9,0.21,4,4,0,8,2,1,2,2,2,2," 35,177 "," 110,423 "
666," 158,080 ",27,61,3,2,3,1,3,1,2,0.19,3,3,0,1,2,3,1,1,0,0," 36,437 "," 121,643 "
1374," 172,640 ",34,95,3,2,3,1,2,1,8,0.14,3,2,2,1,3,3,1,0,1,0," 30,108 "," 142,532 "
2642," 141,440 ",42,60,2,3,2,2,3,7,11,0.17,3,1,0,10,6,3,5,4,0,3," 27,567 "," 113,873 "
2816," 208,000 ",33,26,4,3,2,1,1,3,13,0.11,3,2,0,6,1,3,3,2,0,2," 26,582 "," 181,418 "
2208," 76,960 ",58,47,3,3,2,3,2,2,11,0.13,3,4,1,24,3,3,6,0,0,4," 13,353 "," 63,607 "
394," 85,280 ",31,88,4,2,2,1,3,3,15,0.15,3,2,0,13,2,4,7,7,5,2," 17,141 "," 68,139 "
404," 106,080 ",35,18,1,4,3,2,4,1,1,0.25,4,4,1,10,2,1,10,6,0,7," 31,294 "," 74,786 "
618," 106,080 ",49,36,2,1,3,3,2,4,7,0.11,3,3,1,29,3,2,26,9,1,7," 13,557 "," 92,523 "
192," 106,080 ",48,10,4,4,3,1,3,4,12,0.17,3,1,2,13,2,2,0,0,0,0," 22,436 "," 83,644 "
2772," 93,600 ",31,27,2,4,3,2,3,1,3,0.13,3,4,1,9,2,2,9,8,0,0," 13,797 "," 79,803 "
1756," 135,200 ",36,37,4,2,3,1,4,2,8,0.18,3,3,0,8,6,3,6,2,0,1," 29,879 "," 105,321 "
130," 166,400 ",38,57,3,4,3,3,1,1,6,0.13,3,2,1,15,3,3,15,12,5,11," 24,527 "," 141,873 "
1062," 145,600 ",32,62,3,3,2,1,2,6,4,0.2,4,3,0,5,3,3,3,0,0,2," 32,614 "," 112,986 "
1668," 74,880 ",25,27,2,3,2,1,2,1,1,0.18,3,3,3,1,2,3,1,0,0,0," 15,320 "," 59,560 "
2194," 139,360 ",40,101,4,1,2,3,2,2,13,0.12,3,2,1,11,2,2,1,0,0,0," 19,176 "," 120,184 "
32," 108,160 ",26,33,3,3,2,2,1,1,11,0.12,3,2,0,7,2,3,7,7,0,7," 15,835 "," 92,325 "
1206," 122,720 ",41,47,3,4,3,1,1,2,10,0.13,3,3,0,20,3,3,18,13,2,17," 21,292 "," 101,428 "
564," 164,320 ",36,99,4,3,3,1,3,4,11,0.21,4,3,0,16,6,3,11,8,3,9," 42,296 "," 122,024 "
114," 76,960 ",19,86,3,4,2,1,2,1,14,0.13,3,2,0,1,3,4,1,0,0,0," 12,013 "," 64,947 "
18," 174,720 ",20,95,3,1,3,1,1,1,3,0.19,3,2,0,1,2,3,1,0,0,0," 38,858 "," 135,862 "
252," 85,280 ",31,52,3,4,3,2,4,0,5,0.11,3,3,2,10,2,1,9,7,8,5," 13,935 "," 71,345 "
1186," 72,800 ",40,32,4,4,3,1,2,8,12,0.14,3,4,1,3,2,3,1,1,0,0," 12,070 "," 60,730 "
1578," 193,440 ",32,71,4,3,3,2,1,1,7,0.12,3,3,1,8,2,4,8,7,6,3," 30,022 "," 163,418 "
2280," 106,080 ",36,9,1,3,2,3,4,1,3,0.11,3,1,1,16,6,3,16,7,3,7," 14,501 "," 91,579 "
1226," 87,360 ",33,15,3,2,2,2,4,0,14,0.14,3,1,0,6,3,3,5,0,1,4," 13,733 "," 73,627 "
2892," 95,680 ",37,48,4,1,2,3,3,5,12,0.11,3,3,0,17,2,1,14,1,11,7," 13,931 "," 81,749 "
2574," 118,560 ",45,58,2,3,3,2,2,1,3,0.12,3,2,0,9,5,2,9,7,0,8," 19,444 "," 99,116 "
1956," 174,720 ",29,28,3,3,3,1,4,1,8,0.15,3,2,1,3,5,3,3,1,0,2," 33,634 "," 141,086 "
852," 178,880 ",35,108,3,3,3,2,3,1,12,0.16,3,2,0,5,3,3,5,2,1,0," 33,129 "," 145,751 "
1506," 145,600 ",52,51,2,4,3,4,4,2,6,0.15,3,2,1,26,2,2,9,8,7,8," 25,553 "," 120,047 "
2368," 106,080 ",58,48,3,4,3,1,3,4,7,0.24,4,1,0,7,4,3,1,0,0,0," 29,490 "," 76,590 "
964," 93,600 ",53,98,2,3,3,4,3,6,6,0.13,3,3,1,22,3,4,17,13,15,2," 16,240 "," 77,360 "
1348," 128,960 ",30,90,2,3,3,3,3,5,15,0.11,3,1,1,10,2,4,8,4,7,7," 17,629 "," 111,331 "
330," 176,800 ",38,64,3,3,3,2,4,1,1,0.13,3,2,0,6,1,3,5,3,1,3," 32,213 "," 144,587 "
1722," 191,360 ",35,39,4,4,3,3,4,6,10,0.13,3,2,1,12,2,3,10,9,0,8," 34,866 "," 156,494 "
1896," 85,280 ",39,71,5,1,4,3,3,0,1,0.18,3,4,0,9,3,3,8,7,0,7," 18,148 "," 67,132 "
1606," 208,000 ",40,33,3,2,4,4,2,4,1,0.16,3,4,0,22,2,2,1,0,0,0," 40,269 "," 167,731 "
1784," 133,120 ",47,80,4,3,4,2,3,1,14,0.19,3,3,0,20,3,4,19,10,2,7," 29,606 "," 103,514 "
1408," 174,720 ",36,62,4,1,3,2,4,4,15,0.13,3,4,2,12,3,3,7,7,0,7," 25,754 "," 148,966 "
1806," 95,680 ",31,16,2,3,2,1,1,0,4,0.22,4,1,0,4,0,3,3,2,1,2," 22,542 "," 73,138 "
1890," 79,040 ",33,15,3,4,3,4,3,1,9,0.11,3,4,0,10,2,3,10,8,6,0," 10,805 "," 68,235 "
2286," 191,360 ",29,16,3,4,2,1,1,6,4,0.2,4,3,0,3,5,3,0,0,0,0," 42,865 "," 148,495 "
386," 110,240 ",33,43,1,2,3,1,4,3,12,0.18,3,1,0,5,4,3,3,2,0,2," 22,555 "," 87,685 "
340," 189,280 ",45,101,4,4,3,1,4,3,5,0.14,3,4,2,8,2,3,5,3,0,2," 34,638 "," 154,642 "
756," 137,280 ",50,110,2,4,3,4,4,9,2,0.22,4,3,1,32,1,2,5,4,1,3," 32,343 "," 104,937 "
1034," 174,720 ",33,21,4,3,4,2,2,1,9,0.13,3,1,1,6,2,3,6,5,1,2," 25,754 "," 148,966 "
1266," 133,120 ",41,103,3,1,3,5,3,2,7,0.17,3,2,1,21,2,4,18,16,0,11," 29,260 "," 103,860 "
616," 76,960 ",27,56,4,3,3,1,2,9,14,0.14,3,2,1,4,2,3,2,2,2,2," 12,760 "," 64,200 "
150," 87,360 ",45,20,2,4,3,2,1,1,8,0.15,3,3,1,9,2,3,9,8,0,8," 14,589 "," 72,771 "
1076," 172,640 ",47,70,2,4,3,2,4,1,11,0.17,3,3,0,9,0,3,9,0,0,7," 35,080 "," 137,560 "
608," 99,840 ",30,16,3,1,3,1,3,4,15,0.11,3,2,0,7,2,3,5,2,0,1," 14,537 "," 85,303 "
722," 197,600 ",50,66,3,4,3,4,3,3,2,0.18,3,4,1,22,2,3,12,11,1,5," 43,670 "," 153,930 "
1394," 137,280 ",38,9,1,3,3,1,3,0,13,0.17,3,2,1,3,0,2,2,1,0,2," 25,616 "," 111,664 "
2308," 156,000 ",46,11,2,4,3,3,3,6,11,0.13,3,2,1,13,3,3,8,7,0,7," 24,352 "," 131,648 "
956," 85,280 ",24,82,1,4,2,2,3,1,13,0.15,3,2,2,5,6,3,4,2,3,2," 17,141 "," 68,139 "
642," 81,120 ",35,27,4,3,2,1,2,1,10,0.24,4,4,1,5,2,1,4,2,0,2," 21,318 "," 59,802 "
2462," 199,680 ",31,33,1,3,3,2,1,1,3,0.12,3,3,1,4,1,3,4,3,0,3," 27,476 "," 172,204 "
716," 151,840 ",18,53,2,2,3,1,4,1,1,0.15,3,4,0,0,2,3,0,0,0,0," 26,648 "," 125,192 "
624," 116,480 ",54,69,3,3,3,3,3,8,13,0.11,3,3,1,22,2,3,10,7,0,8," 19,033 "," 97,447 "
224," 118,560 ",35,14,4,3,3,3,3,1,5,0.11,3,3,1,16,3,2,16,10,10,1," 17,262 "," 101,298 "
2680," 151,840 ",30,47,2,2,4,3,1,0,9,0.12,3,3,3,9,4,2,8,7,1,7," 20,893 "," 130,947 "
2748," 203,840 ",20,49,3,4,2,1,1,1,9,0.15,3,1,0,1,2,3,1,0,0,0," 34,041 "," 169,799 "
1604," 124,800 ",30,46,3,2,3,1,2,0,12,0.17,3,1,0,4,3,3,3,2,1,2," 24,324 "," 100,476 "
650," 66,560 ",26,86,2,4,4,2,4,1,10,0.12,3,2,0,8,2,3,8,7,1,3," 11,502 "," 55,058 "
820," 195,520 ",22,115,1,2,1,1,1,1,5,0.15,3,1,1,4,3,2,4,3,1,1," 39,300 "," 156,220 "
1024," 201,760 ",48,78,3,1,2,2,3,2,15,0.13,3,4,0,19,0,3,2,2,2,2," 31,495 "," 170,265 "
144," 162,240 ",48,58,4,3,2,3,3,7,9,0.14,3,2,0,27,3,3,15,11,4,8," 29,690 "," 132,550 "
1730," 87,360 ",41,16,2,4,3,2,3,6,6,0.14,3,2,0,8,6,3,2,2,2,1," 15,987 "," 71,373 "
1162," 135,200 ",39,63,1,4,2,4,4,1,2,0.16,3,3,1,21,3,3,21,6,11,8," 26,175 "," 109,025 "
1380," 97,760 ",27,21,4,1,3,2,4,0,10,0.18,3,2,1,4,2,3,3,2,2,2," 19,200 "," 78,560 "
128," 93,600 ",35,108,3,2,3,1,4,1,14,0.2,4,1,1,3,4,2,3,2,1,2," 20,218 "," 73,382 "
670," 187,200 ",42,18,2,4,3,5,3,6,2,0.13,3,2,0,21,3,4,1,0,0,0," 30,851 "," 156,349 "
2238," 133,120 ",50,50,3,1,3,1,4,4,5,0.18,3,2,0,8,5,3,1,0,0,0," 29,420 "," 103,700 "
212," 143,520 ",59,53,3,3,2,4,4,3,11,0.13,3,1,0,30,4,3,5,3,4,3," 23,652 "," 119,868 "
2234," 126,880 ",37,95,2,1,1,2,2,5,13,0.15,3,1,0,15,2,1,1,0,0,0," 23,346 "," 103,534 "
700," 128,960 ",55,50,4,3,3,2,2,3,11,0.14,3,4,2,17,3,3,8,7,6,7," 21,382 "," 107,578 "
2482," 114,400 ",41,102,1,2,1,5,3,1,12,0.22,4,2,2,21,3,3,21,16,5,10," 28,737 "," 85,663 "
480," 87,360 ",38,40,4,2,3,2,4,8,12,0.12,3,3,0,19,1,3,1,0,0,0," 12,021 "," 75,339 "
914," 164,320 ",26,41,2,2,1,2,1,8,14,0.18,3,4,0,7,6,3,2,2,2,2," 37,662 "," 126,658 "
2414," 118,560 ",52,95,1,1,1,5,4,1,13,0.15,3,4,1,33,3,3,32,14,6,9," 23,831 "," 94,729 "
2334," 110,240 ",44,93,3,4,4,4,4,3,2,0.18,3,3,1,23,2,3,12,11,11,11," 25,267 "," 84,973 "
244," 197,600 ",50,68,3,4,3,2,3,0,6,0.12,3,1,1,19,3,3,18,7,0,13," 27,190 "," 170,410 "
958," 89,440 ",36,84,4,3,4,1,1,1,6,0.16,3,3,0,18,1,3,17,13,15,14," 16,564 "," 72,876 "
1752," 170,560 ",39,23,3,4,3,3,1,1,4,0.13,3,3,0,21,2,3,21,6,2,8," 26,624 "," 143,936 "
2026," 183,040 ",33,97,1,2,2,1,4,0,4,0.19,3,4,0,3,2,2,2,2,2,2," 37,743 "," 145,297 "
42," 187,200 ",45,74,2,4,3,4,4,3,10,0.13,3,2,1,26,4,4,9,3,1,1," 30,851 "," 156,349 "
1000," 143,520 ",32,15,4,4,3,1,3,9,6,0.12,3,2,0,10,2,3,8,7,7,7," 23,537 "," 119,983 "
342," 156,000 ",34,16,4,2,4,2,4,0,8,0.11,3,4,1,16,2,2,15,1,0,9," 22,714 "," 133,286 "
1664," 137,280 ",59,90,2,2,3,3,4,3,5,0.14,3,3,1,14,1,1,6,4,0,4," 26,303 "," 110,977 "
652," 74,880 ",45,40,4,2,3,1,2,1,9,0.16,3,1,0,6,3,3,6,3,0,4," 14,497 "," 60,383 "
1810," 79,040 ",53,111,3,3,2,3,2,2,8,0.12,3,1,1,30,2,3,15,7,6,12," 11,571 "," 67,469 "
1598," 168,480 ",36,109,3,1,3,2,3,7,7,0.14,3,2,1,9,3,2,1,0,0,0," 30,832 "," 137,648 "
376," 118,560 ",26,32,3,1,3,1,1,6,15,0.14,3,2,1,6,2,3,3,2,1,2," 20,677 "," 97,883 "
2282," 180,960 ",34,106,4,3,3,1,3,1,12,0.19,3,4,1,1,2,3,1,1,0,0," 38,780 "," 142,180 "
610," 153,920 ",28,14,1,4,3,1,2,1,11,0.22,4,2,0,1,5,3,1,0,0,0," 38,665 "," 115,255 "
2584," 91,520 ",38,94,4,3,3,1,3,3,10,0.16,3,1,1,8,2,3,2,2,2,2," 16,181 "," 75,339 "
1160," 128,960 ",50,36,4,2,3,5,3,2,2,0.11,3,4,1,29,2,2,8,1,7,7," 16,481 "," 112,479 "
1596," 72,800 ",37,17,3,4,3,2,2,3,2,0.15,3,1,0,8,3,2,4,3,0,1," 14,014 "," 58,786 "
1846," 153,920 ",40,82,3,3,3,2,1,1,4,0.14,3,2,1,8,3,2,7,7,7,5," 25,520 "," 128,400 "
2608," 137,280 ",26,19,1,1,2,1,3,1,10,0.13,3,3,2,5,5,3,5,3,1,3," 25,012 "," 112,268 "
2398," 83,200 ",46,62,4,4,3,5,4,9,15,0.17,3,4,2,23,0,3,2,2,2,2," 15,525 "," 67,675 "
2616," 85,280 ",54,98,4,3,2,3,3,6,10,0.11,3,2,1,13,4,3,9,4,7,0," 13,176 "," 72,104 "
188," 131,040 ",56,122,3,1,3,1,3,2,1,0.19,3,2,1,18,4,3,5,4,0,3," 30,205 "," 100,835 "
1520," 106,080 ",36,31,5,4,2,3,4,0,2,0.11,3,2,0,15,2,2,14,8,7,8," 14,501 "," 91,579 "
2706," 83,200 ",55,20,1,3,2,4,1,7,1,0.15,3,2,0,31,3,4,9,7,6,2," 13,894 "," 69,306 "
1242," 164,320 ",43,39,3,3,2,3,4,5,13,0.13,3,3,1,18,5,3,1,0,0,0," 24,221 "," 140,099 "
2196," 112,320 ",20,79,3,4,3,1,4,1,3,0.14,3,2,0,2,3,3,2,2,0,2," 18,623 "," 93,697 "
338," 74,880 ",21,36,3,3,2,1,1,1,1,0.13,3,1,0,1,6,2,1,0,1,0," 12,992 "," 61,888 "
2086," 153,920 ",46,67,4,4,2,2,1,8,4,0.23,4,1,3,19,2,3,16,13,1,7," 37,772 "," 116,148 "
1450," 70,720 ",51,8,4,1,3,1,3,9,5,0.12,3,3,3,18,2,4,10,0,2,7," 10,353 "," 60,367 "
384," 149,760 ",28,55,2,2,2,3,1,1,7,0.12,3,1,0,10,2,2,10,7,1,9," 21,925 "," 127,835 "
152," 122,720 ",26,13,2,1,2,1,1,1,5,0.16,3,1,2,6,2,3,5,3,1,3," 23,759 "," 98,961 "
254," 176,800 ",30,52,3,3,3,2,1,0,11,0.15,3,3,1,7,1,2,6,2,0,2," 34,034 "," 142,766 "
2866," 89,440 ",41,9,2,2,4,1,3,1,15,0.13,3,3,0,10,3,3,10,6,0,8," 14,740 "," 74,700 "
1234," 135,200 ",38,111,1,3,2,3,3,0,13,0.18,3,1,1,20,4,2,19,9,1,9," 29,879 "," 105,321 "
1050," 126,880 ",40,74,4,1,3,3,4,4,2,0.2,4,4,1,14,6,3,11,10,11,1," 30,451 "," 96,429 "
1552," 180,960 ",27,66,5,1,1,1,3,1,15,0.19,3,4,3,3,4,3,3,2,1,2," 40,246 "," 140,714 "
2124," 135,200 ",55,98,1,4,3,3,2,3,5,0.18,3,2,1,23,4,3,3,2,1,2," 26,553 "," 108,647 "
1078," 122,720 ",28,105,3,3,3,2,3,3,1,0.13,3,4,0,10,4,4,8,7,1,7," 22,360 "," 100,360 "
1516," 189,280 ",44,98,2,2,2,3,1,9,11,0.14,3,4,1,24,1,3,20,6,3,6," 34,638 "," 154,642 "
2068," 70,720 ",33,24,3,4,2,3,4,4,11,0.15,3,3,1,9,2,3,3,2,1,2," 13,012 "," 57,708 "
1534," 178,880 ",35,66,3,4,3,3,1,0,9,0.22,4,1,0,9,2,3,8,7,4,7," 46,330 "," 132,550 "
236," 112,320 ",33,81,4,1,2,2,3,1,2,0.22,4,2,0,14,4,3,13,7,3,8," 29,967 "," 82,353 "
2160," 104,000 ",28,68,2,1,3,1,3,1,6,0.16,3,4,1,4,5,2,4,2,2,2," 20,134 "," 83,866 "
1418," 93,600 ",34,96,1,1,3,2,4,0,9,0.17,3,3,0,7,1,2,6,2,0,4," 20,573 "," 73,027 "
2000," 183,040 ",37,122,4,4,2,2,4,2,1,0.14,3,3,3,8,5,3,1,0,0,0," 33,496 "," 149,544 "
2786," 66,560 ",25,83,1,4,3,1,4,1,6,0.15,3,2,1,7,3,4,7,7,5,6," 11,116 "," 55,444 "
80," 76,960 ",26,64,3,1,3,1,3,1,8,0.2,4,3,1,1,0,2,1,1,0,0," 17,855 "," 59,105 "
1736," 114,400 ",33,73,3,1,2,1,2,4,7,0.2,4,2,0,5,0,3,2,2,2,2," 27,456 "," 86,944 "
920," 72,800 ",42,12,2,4,3,4,1,0,7,0.17,3,4,1,23,3,3,22,6,13,7," 14,793 "," 58,007 "
748," 93,600 ",28,61,3,1,2,1,2,1,10,0.15,3,1,2,1,2,3,1,0,0,0," 17,222 "," 76,378 "
1618," 168,480 ",50,87,4,4,3,2,3,3,4,0.14,3,4,0,5,4,3,0,0,0,0," 27,934 "," 140,546 "
2364," 62,400 ",33,101,3,4,3,2,2,0,6,0.17,3,3,1,4,3,3,3,2,0,2," 13,198 "," 49,202 "
310," 83,200 ",34,110,4,3,2,1,4,3,13,0.17,3,4,3,6,2,3,0,0,0,0," 16,216 "," 66,984 "
1724," 72,800 ",48,22,4,1,4,4,4,2,11,0.22,4,3,0,27,3,2,5,4,2,1," 17,152 "," 55,648 "
2108," 135,200 ",45,18,4,2,2,2,3,1,1,0.13,3,4,1,15,2,3,15,10,4,12," 24,633 "," 110,567 "
2258," 180,960 ",52,38,4,2,3,3,2,7,9,0.19,3,4,0,18,4,3,8,6,4,0," 43,177 "," 137,783 "
2790," 151,840 ",38,91,4,3,2,3,3,0,13,0.14,3,2,2,9,2,3,8,7,2,7," 29,093 "," 122,747 "
2602," 193,440 ",29,95,4,3,3,1,4,4,15,0.22,4,1,1,11,1,3,7,5,1,7," 48,592 "," 144,848 "
2480," 193,440 ",28,37,3,4,3,3,2,0,5,0.17,3,2,3,10,3,2,9,7,1,7," 40,913 "," 152,527 "
1614," 108,160 ",46,30,1,1,3,4,3,3,14,0.12,3,4,1,23,3,3,12,9,4,9," 15,835 "," 92,325 "
1678," 66,560 ",38,109,2,4,3,3,2,7,7,0.16,3,3,0,10,2,3,1,0,0,0," 11,768 "," 54,792 "
2532," 172,640 ",43,45,3,3,3,3,1,8,7,0.11,3,3,1,18,1,3,8,7,0,1," 28,209 "," 144,431 "
2484," 174,720 ",39,72,3,1,3,4,4,7,5,0.11,3,4,3,21,4,3,18,7,11,5," 25,439 "," 149,281 "
60," 91,520 ",40,117,3,3,2,5,3,1,13,0.14,3,1,0,21,2,4,20,7,4,9," 15,174 "," 76,346 "
1600," 145,600 ",21,10,1,4,2,1,2,1,13,0.11,3,3,0,2,6,4,2,2,2,2," 23,791 "," 121,809 "
44," 145,600 ",39,86,3,3,3,2,2,9,1,0.15,3,3,0,9,2,2,5,4,0,3," 29,266 "," 116,334 "
220," 162,240 ",36,14,4,1,3,2,4,2,5,0.2,4,1,0,18,0,3,11,9,0,9," 38,938 "," 123,302 "
2880," 139,360 ",31,66,3,3,4,1,4,0,4,0.12,3,1,1,3,4,3,2,2,2,2," 20,402 "," 118,958 "
356," 139,360 ",28,81,1,1,2,1,2,0,7,0.17,3,1,0,6,2,1,5,3,0,4," 30,631 "," 108,729 "
476," 112,320 ",35,108,2,4,3,2,4,1,6,0.11,3,4,1,5,3,3,5,2,0,2," 16,354 "," 95,966 "
1176," 116,480 ",49,76,4,4,2,4,2,6,15,0.17,3,2,1,22,3,3,9,8,2,3," 21,735 "," 94,745 "
2030," 197,600 ",34,113,2,4,3,2,3,2,13,0.11,3,4,0,5,3,2,3,2,0,2," 28,771 "," 168,829 "
250," 126,880 ",29,59,3,4,3,1,2,0,6,0.14,3,4,2,8,2,2,7,5,1,1," 23,219 "," 103,661 "
2668," 116,480 ",42,68,3,2,1,2,4,4,5,0.19,3,1,0,16,3,3,1,0,0,0," 25,905 "," 90,575 "
1158," 164,320 ",29,78,1,2,2,2,4,1,13,0.15,3,3,1,10,2,2,10,7,1,2," 33,028 "," 131,292 "
2272," 76,960 ",38,65,3,3,4,1,3,1,1,0.13,3,4,1,7,2,4,7,6,5,0," 12,683 "," 64,277 "
2854," 81,120 ",28,46,3,3,2,1,3,1,3,0.14,3,4,1,3,2,3,3,1,0,2," 13,450 "," 67,670 "
2782," 166,400 ",18,18,1,3,3,1,3,1,5,0.12,3,4,0,0,0,3,0,0,0,0," 25,825 "," 140,575 "
562," 160,160 ",33,54,4,1,3,2,1,0,15,0.17,3,1,0,6,3,3,5,2,0,3," 35,203 "," 124,957 "
2004," 95,680 ",41,97,4,2,3,1,4,3,4,0.11,3,1,1,6,4,3,1,0,0,0," 14,783 "," 80,897 "
2636," 149,760 ",31,13,3,3,3,1,3,1,13,0.12,3,3,1,2,5,2,2,2,2,2," 21,925 "," 127,835 "
2486," 108,160 ",37,67,2,3,2,2,4,7,9,0.13,3,3,2,9,2,3,6,2,1,3," 18,766 "," 89,394 "
2180," 114,400 ",27,100,3,4,2,1,3,1,5,0.13,3,3,1,4,0,3,4,2,2,2," 16,863 "," 97,537 "
800," 145,600 ",34,57,1,2,3,2,3,1,7,0.2,4,1,0,6,3,2,6,5,1,3," 33,779 "," 111,821 "
